age_mortality_id,x,list_x_units,n,ax,cap_nx,cap_dx,mx,lx_real,lx_stand,dx_real,dx_stand,px,qx,mjux,cap_lx_real,cap_lx_stand,ex,smoothed
DL00044_Lowe_lx_hinds_period.csv,11.0000,,741,0.5000,,,,38.0000,0.0510,7.0000,0.0090,0.8235,0.1765,0.1942,,0.0465,2.9020,
DL00044_Lowe_lx_stags_cohort.csv,4.0000,,715,0.5000,,,,641.0000,0.8970,107.0000,0.1500,0.8328,0.1672,0.1830,,0.8220,2.2179,
DL00050_SpinageLT03_Mweya_male_1966.csv,1.0000,,15,0.5000,,,,18.0000,1.0000,3.0000,0.1667,0.8333,0.1667,0.1824,,0.9167,4.8055,
DL00328_Tucker_Crocodylus_johnsoni.csv,17.0000,,1874,0.5000,,,,106.0000,0.0564,18.0000,0.0092,0.8369,0.1631,0.1781,,0.0518,8.6702,
DL00044_Lowe_lx_hinds_period.csv,6.0000,,741,0.5000,,,,390.0000,0.5260,62.0000,0.0840,0.8403,0.1597,0.1740,,0.4840,2.8051,
DL00050_SpinageLT03_Mweya_male_1965.csv,2.0000,,15,0.5000,,,,13.0000,0.8667,2.0000,0.1334,0.8461,0.1539,0.1671,,0.8000,4.3075,
DL00050_SpinageLT03_Mweya_male_1966.csv,3.0000,,15,0.5000,,,,13.0000,0.7222,2.0000,0.1111,0.8462,0.1538,0.1670,,0.6667,4.3078,
DL00044_Lowe_lx_stags_period.csv,10.0000,,715,0.5000,,,,66.0000,0.0920,10.0000,0.0140,0.8478,0.1522,0.1651,,0.0850,3.2609,
DL00044_Lowe_lx_hinds_period.csv,5.0000,,741,0.5000,,,,452.0000,0.6100,62.0000,0.0840,0.8623,0.1377,0.1482,,0.5680,3.3500,
DL00044_Lowe_lx_hinds_period.csv,1.0000,,741,0.5000,,,,741.0000,1.0000,102.0000,0.1370,0.8630,0.1370,0.1473,,0.9315,5.1835,
DL00050_SpinageLT01_QE_female.csv,5.0000,,33,0.5000,,,,22.0000,0.6667,3.0000,0.0909,0.8637,0.1363,0.1466,,0.6213,3.7272,
DL00044_Lowe_lx_hinds_period.csv,10.0000,,741,0.5000,,,,44.0000,0.0590,6.0000,0.0080,0.8644,0.1356,0.1457,,0.0550,3.4407,
DL00050_SpinageLT01_QE_male.csv,7.0000,,99,0.5000,,,,67.0000,0.6768,9.0000,0.0909,0.8657,0.1343,0.1442,,0.6314,1.9402,
DL00328_Tucker_Crocodylus_johnsoni.csv,21.0000,,1874,0.5000,,,,80.0000,0.0426,11.0000,0.0057,0.8662,0.1338,0.1436,,0.0398,7.1268,
DL00050_SpinageLT03_Mweya_male_1966.csv,2.0000,,15,0.5000,,,,15.0000,0.8333,2.0000,0.1111,0.8667,0.1333,0.1431,,0.7778,4.6668,
DL00050_SpinageLT03_Mweya_male_1965.csv,1.0000,,15,0.5000,,,,15.0000,1.0000,2.0000,0.1333,0.8667,0.1333,0.1431,,0.9334,4.6667,
DL00050_SpinageLT03_Mweya_male_1966.csv,7.0000,,15,0.5000,,,,8.0000,0.4444,1.0000,0.0555,0.8751,0.1249,0.1334,,0.4167,2.1879,
DL00050_SpinageLT03_Mweya_male_1965.csv,6.0000,,15,0.5000,,,,8.0000,0.5333,1.0000,0.0666,0.8751,0.1249,0.1334,,0.5000,2.1877,
DL00328_Tucker_Crocodylus_johnsoni.csv,22.0000,,1874,0.5000,,,,69.0000,0.0369,8.0000,0.0046,0.8753,0.1247,0.1331,,0.0346,7.1504,
DL00044_Lowe_lx_hinds_period.csv,4.0000,,741,0.5000,,,,514.0000,0.6940,62.0000,0.0840,0.8790,0.1210,0.1290,,0.6520,3.8840,
DL00328_Tucker_Crocodylus_johnsoni.csv,33.0000,,1874,0.5000,,,,17.0000,0.0092,2.0000,0.0011,0.8804,0.1196,0.1273,,0.0087,6.2609,
DL00050_SpinageLT01_QE_male.csv,6.0000,,99,0.5000,,,,76.0000,0.7677,9.0000,0.0909,0.8816,0.1184,0.1260,,0.7223,2.6513,
DL00050_SpinageLT01_QE_male.csv,5.0000,,99,0.5000,,,,86.0000,0.8687,10.0000,0.1010,0.8837,0.1163,0.1236,,0.8182,3.2849,
DL00328_Tucker_Crocodylus_johnsoni.csv,32.0000,,1874,0.5000,,,,19.0000,0.0104,2.0000,0.0012,0.8846,0.1154,0.1226,,0.0098,6.4808,
DL00050_SpinageLT03_Mweya_male_1966.csv,5.0000,,15,0.5000,,,,9.0000,0.5000,1.0000,0.0556,0.8888,0.1112,0.1179,,0.4722,3.7778,
DL00050_SpinageLT03_Mweya_male_1965.csv,4.0000,,15,0.5000,,,,9.0000,0.6000,1.0000,0.0667,0.8888,0.1112,0.1178,,0.5667,3.7778,
DL00044_Lowe_lx_hinds_period.csv,3.0000,,741,0.5000,,,,576.0000,0.7780,62.0000,0.0840,0.8920,0.1080,0.1143,,0.7360,4.4107,
DL00328_Tucker_Crocodylus_johnsoni.csv,4.0000,,1874,0.5000,,,,263.0000,0.1405,28.0000,0.0149,0.8940,0.1060,0.1121,,0.1331,11.9128,
DL00328_Tucker_Crocodylus_johnsoni.csv,8.0000,,1874,0.5000,,,,194.0000,0.1037,19.0000,0.0104,0.8997,0.1003,0.1057,,0.0985,11.4518,
DL00050_SpinageLT03_Mweya_male_1964.csv,1.0000,,20,0.5000,,,,20.0000,1.0000,2.0000,0.1000,0.9000,0.1000,0.1054,,0.9500,4.4750,
DL00328_Tucker_Crocodylus_johnsoni.csv,7.0000,,1874,0.5000,,,,216.0000,0.1152,22.0000,0.0115,0.9002,0.0998,0.1052,,0.1095,11.2587,
DL00328_Tucker_Crocodylus_johnsoni.csv,14.0000,,1874,0.5000,,,,132.0000,0.0703,13.0000,0.0070,0.9004,0.0996,0.1049,,0.0668,9.6095,
DL00044_Lowe_lx_hinds_period.csv,2.0000,,741,0.5000,,,,639.0000,0.8630,63.0000,0.0850,0.9015,0.0985,0.1037,,0.8205,4.9270,
DL00050_SpinageLT01_QE_female.csv,3.0000,,33,0.5000,,,,32.0000,0.9697,3.0000,0.0909,0.9063,0.0937,0.0984,,0.9243,4.3126,
DL00050_SpinageLT03_Mweya_male_1964.csv,5.0000,,20,0.5000,,,,11.0000,0.5500,1.0000,0.0500,0.9091,0.0909,0.0953,,0.5250,2.8182,
DL00328_Tucker_Crocodylus_johnsoni.csv,13.0000,,1874,0.5000,,,,145.0000,0.0772,13.0000,0.0069,0.9106,0.0894,0.0936,,0.0738,9.7060,
DL00044_Lowe_lx_stags_cohort.csv,1.0000,,715,0.5000,,,,715.0000,1.0000,60.0000,0.0840,0.9160,0.0840,0.0877,,0.9580,4.7510,
DL00050_SpinageLT03_Mweya_male_1964.csv,4.0000,,20,0.5000,,,,12.0000,0.6000,1.0000,0.0500,0.9167,0.0833,0.0870,,0.5750,3.5417,
DL00050_SpinageLT03_Mweya_male_1964.csv,3.0000,,20,0.5000,,,,13.0000,0.6500,1.0000,0.0500,0.9231,0.0769,0.0800,,0.6250,4.2308,
DL00050_SpinageLT01_QE_male.csv,4.0000,,99,0.5000,,,,93.0000,0.9394,7.0000,0.0707,0.9247,0.0753,0.0782,,0.9041,4.0001,
DL00328_Tucker_Crocodylus_johnsoni.csv,23.0000,,1874,0.5000,,,,61.0000,0.0323,5.0000,0.0024,0.9257,0.0743,0.0772,,0.0311,7.0975,
DL00328_Tucker_Crocodylus_johnsoni.csv,27.0000,,1874,0.5000,,,,32.0000,0.0173,2.0000,0.0012,0.9306,0.0694,0.0719,,0.0167,8.0260,
DL00328_Tucker_Crocodylus_johnsoni.csv,29.0000,,1874,0.5000,,,,30.0000,0.0161,2.0000,0.0011,0.9317,0.0683,0.0708,,0.0156,6.5870,
DL00328_Tucker_Crocodylus_johnsoni.csv,6.0000,,1874,0.5000,,,,231.0000,0.1233,15.0000,0.0081,0.9343,0.0657,0.0680,,0.1193,11.4862,
DL00044_Lowe_lx_hinds_cohort.csv,2.0000,,741,0.5000,,,,741.0000,1.0000,45.0000,0.0610,0.9390,0.0610,0.0629,,0.9695,3.3335,
DL00328_Tucker_Crocodylus_johnsoni.csv,25.0000,,1874,0.5000,,,,34.0000,0.0184,2.0000,0.0011,0.9402,0.0598,0.0616,,0.0179,9.4565,
DL00328_Tucker_Crocodylus_johnsoni.csv,16.0000,,1874,0.5000,,,,112.0000,0.0599,6.0000,0.0035,0.9416,0.0584,0.0602,,0.0582,9.1344,
DL00050_SpinageLT01_QE_female.csv,7.0000,,33,0.5000,,,,18.0000,0.5455,1.0000,0.0303,0.9445,0.0555,0.0571,,0.5304,2.3887,
DL00328_Tucker_Crocodylus_johnsoni.csv,11.0000,,1874,0.5000,,,,160.0000,0.0852,9.0000,0.0046,0.9460,0.0540,0.0555,,0.0829,10.6937,
DL00328_Tucker_Crocodylus_johnsoni.csv,15.0000,,1874,0.5000,,,,119.0000,0.0633,7.0000,0.0034,0.9463,0.0537,0.0552,,0.0616,9.6169,
DL00050_SpinageLT01_QE_female.csv,6.0000,,33,0.5000,,,,19.0000,0.5758,1.0000,0.0303,0.9474,0.0526,0.0541,,0.5607,3.2367,
DL00328_Tucker_Crocodylus_johnsoni.csv,9.0000,,1874,0.5000,,,,175.0000,0.0933,9.0000,0.0046,0.9507,0.0493,0.0506,,0.0910,11.6726,
DL00328_Tucker_Crocodylus_johnsoni.csv,18.0000,,1874,0.5000,,,,88.0000,0.0472,4.0000,0.0023,0.9513,0.0487,0.0500,,0.0461,9.2627,
DL00328_Tucker_Crocodylus_johnsoni.csv,12.0000,,1874,0.5000,,,,151.0000,0.0806,6.0000,0.0034,0.9578,0.0422,0.0431,,0.0789,10.2754,
DL00328_Tucker_Crocodylus_johnsoni.csv,10.0000,,1874,0.5000,,,,166.0000,0.0887,6.0000,0.0035,0.9605,0.0395,0.0403,,0.0870,11.2520,
DL00328_Tucker_Crocodylus_johnsoni.csv,2.0000,,1874,0.5000,,,,276.0000,0.1475,8.0000,0.0047,0.9681,0.0319,0.0324,,0.1452,13.2919,
DL00050_SpinageLT01_QE_male.csv,2.0000,,99,0.5000,,,,98.0000,0.9899,3.0000,0.0303,0.9694,0.0306,0.0311,,0.9748,5.7399,
DL00050_SpinageLT01_QE_female.csv,1.0000,,33,0.5000,,,,33.0000,1.0000,1.0000,0.0303,0.9697,0.0303,0.0308,,0.9849,6.1365,
DL00328_Tucker_Crocodylus_johnsoni.csv,20.0000,,1874,0.5000,,,,82.0000,0.0438,2.0000,0.0012,0.9726,0.0274,0.0278,,0.0432,7.9178,
DL00328_Tucker_Crocodylus_johnsoni.csv,19.0000,,1874,0.5000,,,,84.0000,0.0449,2.0000,0.0011,0.9755,0.0245,0.0248,,0.0444,8.7116,
DL00050_SpinageLT01_QE_male.csv,3.0000,,99,0.5000,,,,95.0000,0.9596,2.0000,0.0202,0.9789,0.0211,0.0213,,0.9495,4.9053,
DL00044_Lowe_lx_stags_cohort.csv,2.0000,,715,0.5000,,,,655.0000,0.9160,14.0000,0.0190,0.9793,0.0207,0.0210,,0.9065,4.1408,
DL00328_Tucker_Crocodylus_johnsoni.csv,5.0000,,1874,0.5000,,,,235.0000,0.1256,4.0000,0.0023,0.9817,0.0183,0.0185,,0.1245,12.2667,
DL00328_Tucker_Crocodylus_johnsoni.csv,3.0000,,1874,0.5000,,,,268.0000,0.1428,5.0000,0.0023,0.9839,0.0161,0.0162,,0.1417,12.7129,
DL00050_SpinageLT01_QE_male.csv,1.0000,,99,0.5000,,,,99.0000,1.0000,1.0000,0.0101,0.9899,0.0101,0.0102,,0.9950,6.6769,
DL00044_Lowe_lx_stags_period.csv,5.0000,,715,0.5000,,,,498.0000,0.6970,5.0000,0.0070,0.9900,0.0100,0.0101,,0.6935,4.0452,
DL00044_Lowe_lx_stags_period.csv,4.0000,,715,0.5000,,,,503.0000,0.7040,5.0000,0.0070,0.9901,0.0099,0.0100,,0.7005,5.0000,
DL00044_Lowe_lx_stags_period.csv,3.0000,,715,0.5000,,,,508.0000,0.7110,5.0000,0.0070,0.9902,0.0098,0.0099,,0.7075,5.9459,
DL00044_Lowe_lx_stags_period.csv,2.0000,,715,0.5000,,,,513.0000,0.7180,5.0000,0.0070,0.9903,0.0097,0.0098,,0.7145,6.8830,
DL00044_Lowe_lx_stags_period.csv,6.0000,,715,0.5000,,,,493.0000,0.6900,4.0000,0.0060,0.9913,0.0087,0.0087,,0.6870,3.0812,
DL00044_Lowe_lx_hinds_cohort.csv,1.0000,,741,0.5000,,,,741.0000,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,,1.0000,4.3335,
DL00044_Lowe_lx_stags_cohort.csv,3.0000,,715,0.5000,,,,641.0000,0.8970,0.0000,0.0000,1.0000,0.0000,0.0000,,0.8970,3.2179,
DL00328_Tucker_Crocodylus_johnsoni.csv,26.0000,,1874,0.5000,,,,32.0000,0.0173,0.0000,0.0000,1.0000,0.0000,0.0000,,0.0173,9.0260,
DL00328_Tucker_Crocodylus_johnsoni.csv,28.0000,,1874,0.5000,,,,30.0000,0.0161,0.0000,0.0000,1.0000,0.0000,0.0000,,0.0161,7.5870,
DL00328_Tucker_Crocodylus_johnsoni.csv,31.0000,,1874,0.5000,,,,19.0000,0.0104,0.0000,0.0000,1.0000,0.0000,0.0000,,0.0104,7.4808,
DL00328_Tucker_Crocodylus_johnsoni.csv,36.0000,,1874,0.5000,,,,9.0000,0.0046,0.0000,0.0000,1.0000,0.0000,0.0000,,0.0046,8.0000,
DL00328_Tucker_Crocodylus_johnsoni.csv,38.0000,,1874,0.5000,,,,7.0000,0.0035,0.0000,0.0000,1.0000,0.0000,0.0000,,0.0035,8.0429,
DL00328_Tucker_Crocodylus_johnsoni.csv,40.0000,,1874,0.5000,,,,4.0000,0.0023,0.0000,0.0000,1.0000,0.0000,0.0000,,0.0023,9.4565,
DL00328_Tucker_Crocodylus_johnsoni.csv,41.0000,,1874,0.5000,,,,4.0000,0.0023,0.0000,0.0000,1.0000,0.0000,0.0000,,0.0023,8.4565,
DL00328_Tucker_Crocodylus_johnsoni.csv,42.0000,,1874,0.5000,,,,4.0000,0.0023,0.0000,0.0000,1.0000,0.0000,0.0000,,0.0023,7.4565,
DL00328_Tucker_Crocodylus_johnsoni.csv,43.0000,,1874,0.5000,,,,4.0000,0.0023,0.0000,0.0000,1.0000,0.0000,0.0000,,0.0023,6.4565,
DL00328_Tucker_Crocodylus_johnsoni.csv,45.0000,,1874,0.5000,,,,2.0000,0.0012,0.0000,0.0000,1.0000,0.0000,0.0000,,0.0012,9.0000,
DL00328_Tucker_Crocodylus_johnsoni.csv,46.0000,,1874,0.5000,,,,2.0000,0.0012,0.0000,0.0000,1.0000,0.0000,0.0000,,0.0012,8.0000,
DL00328_Tucker_Crocodylus_johnsoni.csv,47.0000,,1874,0.5000,,,,2.0000,0.0012,0.0000,0.0000,1.0000,0.0000,0.0000,,0.0012,7.0000,
DL00328_Tucker_Crocodylus_johnsoni.csv,48.0000,,1874,0.5000,,,,2.0000,0.0012,0.0000,0.0000,1.0000,0.0000,0.0000,,0.0012,6.0000,
DL00328_Tucker_Crocodylus_johnsoni.csv,49.0000,,1874,0.5000,,,,2.0000,0.0012,0.0000,0.0000,1.0000,0.0000,0.0000,,0.0012,5.0000,
DL00328_Tucker_Crocodylus_johnsoni.csv,50.0000,,1874,0.5000,,,,2.0000,0.0012,0.0000,0.0000,1.0000,0.0000,0.0000,,0.0012,4.0000,
DL00328_Tucker_Crocodylus_johnsoni.csv,51.0000,,1874,0.5000,,,,2.0000,0.0012,0.0000,0.0000,1.0000,0.0000,0.0000,,0.0012,3.0000,
DL00328_Tucker_Crocodylus_johnsoni.csv,52.0000,,1874,0.5000,,,,2.0000,0.0012,0.0000,0.0000,1.0000,0.0000,0.0000,,0.0012,2.0000,
DL00328_Tucker_Crocodylus_johnsoni.csv,53.0000,,1874,0.5000,,,,2.0000,0.0012,0.0000,0.0000,1.0000,0.0000,0.0000,,0.0012,1.0000,
DL00050_SpinageLT01_QE_female.csv,2.0000,,33,0.5000,,,,32.0000,0.9697,0.0000,0.0000,1.0000,0.0000,0.0000,,0.9697,5.3126,
DL00050_SpinageLT01_QE_female.csv,10.0000,,33,0.5000,,,,4.0000,0.1212,0.0000,0.0000,1.0000,0.0000,0.0000,,0.1212,2.0000,
